human_readable_date,machine_readable_date
wednesday 17 june 1970,1970-06-17
16 december 1984,1984-12-16
9 september 1984,1984-09-09
jul 28 2002,2002-07-28
7 may 1988,1988-05-07
august 18 1995,1995-08-18
fri 18 aug 1978,1978-08-18
saturday april 19 1997,1997-04-19
12 february 2017,2017-02-12
june 18 2000,2000-06-18
3 january 1970,1971-01-03
14 december 2014,2014-12-14
6 december 1991,1991-12-06
26/03/2000,2000-03-26
13 jan 1995,1995-01-13
3/19/76,1976-03-19
august 7 1973,1973-08-07
21 january 1981,1981-01-21
10 december 1999,1999-12-10
23 january 2006,2006-01-23
october 3 2016,2016-10-03
29 march 2010,2010-03-29
11/09/2001,2001-09-11
april 6 2001,2001-04-06
may 29 2008,2008-05-29
4/22/74,1974-04-22
jun 19 1981,1981-06-19
feb 5 2014,2014-02-05
4/5/09,2009-04-05
13 dec 1982,1982-12-13
mar 24 2021,2021-03-24
wednesday 10 june 2009,2009-06-10
may 1 1983,1983-05-01
mon 11 jun 1973,1973-06-11
6 april 2008,2008-04-06
aug 12 2001,2001-08-12
05/10/1985,1985-10-05
august 21 2014,2014-08-21
april 20 1970,1970-04-20
february 6 1978,1978-02-06
may 27 2005,2005-05-27
february 7 1971,1971-02-07
may 20 1995,1995-05-20
october 7 1988,1988-10-07
nov 19 1990,1990-11-19
6/17/00,2000-06-17
tuesday 24 march 2009,2009-03-24
mar 31 1998,1998-03-31
3/24/14,2014-03-24
sunday june 3 2007,2007-06-03
july 16 1992,1992-07-16
nov 24 1989,1989-11-24
july 2 2006,2006-07-02
1/26/16,2016-01-26
may 29 1981,1981-05-29
tuesday march 12 2019,2019-03-12
16/09/1984,1984-09-16
12/6/06,2006-12-06
may 12 1971,1971-05-12
sat 23 may 2009,2009-05-23
4 november 1981,1981-11-04
march 17 1996,1996-03-17
1 february 2002,2002-02-01
8/23/71,1971-08-23
dec 13 1979,1979-12-13
friday december 15 1978,1978-12-15
aug 10 1999,1999-08-10
monday 3 september 1984,1984-09-03
april 30 1970,1970-04-30
friday september 26 1975,1975-09-26
13 june 2014,2014-06-13
july 1 1994,1994-07-01
monday may 25 1981,1981-05-25
29 october 2006,2006-10-29
october 13 2019,2019-10-13
sep 12 1993,1993-09-12
wed 27 dec 1978,1978-12-27
jan 30 1987,1987-01-30
january 21 2020,2020-01-21
july 17 2017,2017-07-17
march 6 1974,1974-03-06
october 2 1976,1976-10-02
7/20/91,1991-07-20
12 oct 1970,1970-10-12
jul 6 1977,1977-07-06
27 august 2001,2001-08-27
21 jul 1978,1978-07-21
5 apr 2016,2016-04-05
august 1 1980,1980-08-01
27 march 1970,1970-03-27
friday august 11 1995,1995-08-11
july 27 1973,1973-07-27
jan 8 2003,2003-01-08
28 dec 2000,2000-12-28
1 october 1991,1991-10-01
october 4 1985,1985-10-04
15 march 2013,2013-03-15
2 november 1999,1999-11-02
7 march 1988,1988-03-07
january 14 2020,2020-01-14
wed 26 jan 1977,1977-01-26
mar 14 1988,1988-03-14
28 january 1992,1992-01-28
23 january 1980,1980-01-23
tuesday july 13 1976,1976-07-13
october 6 2013,2013-10-06
nov 19 1987,1987-11-19
17 december 2020,2020-12-17
18 november 1974,1974-11-18
monday 2 november 2009,2009-11-02
dec 13 2019,2019-12-13
mon 10 oct 2016,2016-10-10
19 feb 1972,1972-02-19
thursday june 27 2002,2002-06-27
december 12 2017,2017-12-12
october 24 2012,2012-10-24
november 16 1979,1979-11-16
april 2 1992,1992-04-02
march 15 1974,1974-03-15
saturday may 28 1988,1988-05-28
january 4 1973,1973-01-04
january 20 1974,1974-01-20
tuesday january 4 1972,1972-01-04
november 6 2014,2014-11-06
september 1 2014,2014-09-01
november 4 2013,2013-11-04
30/07/2014,2014-07-30
5/1/00,2000-05-01
16 august 1995,1995-08-16
saturday october 13 2012,2012-10-13
august 4 2017,2017-08-04
wednesday 15 june 2011,2011-06-15
12/23/90,1990-12-23
thursday 15 august 1974,1974-08-15
wednesday march 20 1974,1974-03-20
september 4 1992,1992-09-04
thursday 16 june 1983,1983-06-16
23 november 2005,2005-11-23
16 jun 1989,1989-06-16
april 30 2003,2003-04-30
thursday 13 september 1979,1979-09-13
mar 21 2002,2002-03-21
sep 14 1992,1992-09-14
jan 22 2019,2019-01-22
jul 26 2014,2014-07-26
monday 18 january 1999,1999-01-18
tuesday november 10 2020,2020-11-10
sep 21 1973,1973-09-21
13 august 2005,2005-08-13
saturday february 2 1991,1991-02-02
24 april 2005,2005-04-24
sep 9 1996,1996-09-09
sunday october 4 1987,1987-10-04
28 december 1977,1977-12-28
28 dec 1978,1978-12-28
nov 2 2003,2003-11-02
03/08/1997,1997-08-03
wednesday june 30 1999,1999-06-30
january 19 2011,2011-01-19
11 september 1997,1997-09-11
feb 18 1990,1990-02-18
dec 17 2003,2003-12-17
1 sep 2020,2020-09-01
tue 11 jun 1974,1974-06-11
mon 23 feb 2004,2004-02-23
19 aug 1989,1989-08-19
8 september 2002,2002-09-08
nov 9 2003,2003-11-09
19 november 2011,2011-11-19
26 july 1995,1995-07-26
jan 1 1986,1986-01-01
january 22 1991,1991-01-22
monday 7 june 1993,1993-06-07
may 22 2010,2010-05-22
friday 30 april 2004,2004-04-30
16 july 1989,1989-07-16
1 april 1978,1978-04-01
saturday february 19 2005,2005-02-19
31 august 1971,1971-08-31
august 20 2018,2018-08-20
tuesday october 8 1996,1996-10-08
20 december 2005,2005-12-20
9 june 2016,2016-06-09
27 august 2018,2018-08-27
21 november 1997,1997-11-21
may 24 2009,2009-05-24
april 15 1985,1985-04-15
11/17/89,1989-11-17
wednesday september 22 1999,1999-09-22
20 february 1986,1986-02-20
12 september 1989,1989-09-12
31 december 1980,1979-12-31
june 26 1990,1990-06-26
08/11/2019,2019-11-08
tuesday 24 august 1993,1993-08-24
12 june 1982,1982-06-12
december 25 1991,1991-12-25
wednesday may 18 1977,1977-05-18
oct 20 2010,2010-10-20
13 june 1987,1987-06-13
sunday 20 january 1974,1974-01-20
4 nov 2017,2017-11-04
friday april 9 2010,2010-04-09
sunday march 7 1993,1993-03-07
june 30 1976,1976-06-30
sunday april 20 1975,1975-04-20
15 march 2012,2012-03-15
31 january 2003,2003-01-31
mar 5 1972,1972-03-05
october 7 2019,2019-10-07
march 10 2020,2020-03-10
tuesday august 16 2011,2011-08-16
may 30 2004,2004-05-30
september 18 2010,2010-09-18
19 june 1999,1999-06-19
mar 10 2001,2001-03-10
jan 18 1978,1978-01-18
mar 10 1983,1983-03-10
7/19/97,1997-07-19
8 july 1972,1972-07-08
1/7/09,2009-01-07
wednesday november 28 1984,1984-11-28
tuesday 11 october 2005,2005-10-11
15 september 1995,1995-09-15
september 28 1970,1970-09-28
october 6 1992,1992-10-06
march 18 1972,1972-03-18
13 december 1987,1987-12-13
30 jun 1981,1981-06-30
september 21 1985,1985-09-21
thursday april 24 1980,1980-04-24
06/05/1985,1985-05-06
sunday september 3 1978,1978-09-03
tuesday february 11 1992,1992-02-11
2 jul 2008,2008-07-02
06/05/2012,2012-05-06
15 january 2020,2020-01-15
26 december 2005,2005-12-26
07/11/1972,1972-11-07
10 august 1996,1996-08-10
december 13 1970,1970-12-13
31 may 2002,2002-05-31
1 january 1974,1974-01-01
10/11/2004,2004-11-10
11 nov 1971,1971-11-11
november 29 2019,2019-11-29
february 10 2010,2010-02-10
sunday march 21 2010,2010-03-21
1 april 2005,2005-04-01
oct 24 1986,1986-10-24
tuesday september 15 1992,1992-09-15
31 january 1979,1979-01-31
15 sep 2004,2004-09-15
monday april 1 2019,2019-04-01
may 12 2009,2009-05-12
wednesday july 3 1996,1996-07-03
29 may 2001,2001-05-29
18 june 2007,2007-06-18
sunday december 29 1985,1985-12-29
wednesday january 22 1997,1997-01-22
22 march 1977,1977-03-22
2/24/99,1999-02-24
nov 20 1977,1977-11-20
8/21/91,1991-08-21
may 31 1989,1989-05-31
sunday 9 december 2007,2007-12-09
29 december 2004,2004-12-29
23 june 2001,2001-06-23
1 april 2012,2012-04-01
friday may 7 1976,1976-05-07
sat 21 mar 2015,2015-03-21
wednesday december 19 1979,1979-12-19
june 8 2010,2010-06-08
december 18 1979,1979-12-18
march 18 2007,2007-03-18
saturday september 10 1983,1983-09-10
may 25 1991,1991-05-25
7 feb 1985,1985-02-07
03/11/1995,1995-11-03
23/01/1990,1990-01-23
10/01/1992,1992-01-10
3 october 1986,1986-10-03
august 28 2013,2013-08-28
august 23 2001,2001-08-23
october 7 2000,2000-10-07
september 12 1999,1999-09-12
october 22 2009,2009-10-22
mar 17 2021,2021-03-17
mar 7 1992,1992-03-07
dec 24 1984,1984-12-24
october 19 1985,1985-10-19
mar 6 1993,1993-03-06
20 november 2015,2015-11-20
3 aug 1973,1973-08-03
april 13 1994,1994-04-13
29 august 1991,1991-08-29
march 12 1992,1992-03-12
05/01/2005,2005-01-05
20 july 2005,2005-07-20
tuesday june 19 2007,2007-06-19
jul 2 1986,1986-07-02
wednesday may 29 1985,1985-05-29
04/06/1973,1973-06-04
thursday june 19 2008,2008-06-19
28 jun 2000,2000-06-28
thursday february 16 2017,2017-02-16
17 october 2018,2018-10-17
saturday june 8 1991,1991-06-08
17 september 1999,1999-09-17
may 21 2014,2014-05-21
july 18 2020,2020-07-18
sat 21 aug 1976,1976-08-21
sep 29 1983,1983-09-29
may 9 2011,2011-05-09
10/12/2016,2016-12-10
10 may 2013,2013-05-10
21 nov 2018,2018-11-21
22 november 1976,1976-11-22
jul 3 1984,1984-07-03
wednesday 10 july 1974,1974-07-10
dec 10 1993,1993-12-10
october 17 1973,1973-10-17
24 mar 1993,1993-03-24
8 july 1980,1980-07-08
9/24/79,1979-09-24
25 november 1996,1996-11-25
december 16 1970,1970-12-16
27 november 1996,1996-11-27
tuesday october 28 2003,2003-10-28
september 30 1973,1973-09-30
7 august 1972,1972-08-07
thursday august 24 2000,2000-08-24
21/08/1995,1995-08-21
saturday july 21 2001,2001-07-21
march 31 1988,1988-03-31
sun 31 mar 1974,1974-03-31
saturday 6 october 2007,2007-10-06
sep 22 1985,1985-09-22
17 jun 1988,1988-06-17
june 2 1987,1987-06-02
1 november 1996,1996-11-01
4/26/93,1993-04-26
september 8 1971,1971-09-08
mon 26 apr 1971,1971-04-26
saturday november 15 1975,1975-11-15
saturday february 3 1973,1973-02-03
9 july 1989,1989-07-09
9 september 1999,1999-09-09
feb 11 1976,1976-02-11
21 july 1997,1997-07-21
june 1 2019,2019-06-01
jun 14 2008,2008-06-14
apr 3 1997,1997-04-03
14 march 2017,2017-03-14
7 september 2002,2002-09-07
thu 8 aug 1996,1996-08-08
jan 8 1996,1996-01-08
11/10/1989,1989-10-11
11/11/1988,1988-11-11
saturday september 22 2001,2001-09-22
april 5 2013,2013-04-05
21 september 2020,2020-09-21
jun 4 2013,2013-06-04
sunday 5 november 2000,2000-11-05
12 july 2014,2014-07-12
30 june 1979,1979-06-30
sep 30 1975,1975-09-30
tuesday february 6 1973,1973-02-06
5 june 1974,1974-06-05
oct 30 2011,2011-10-30
30 august 2009,2009-08-30
tuesday april 27 2021,2021-04-27
nov 5 2007,2007-11-05
20 july 1995,1995-07-20
apr 1 1986,1986-04-01
1 august 1981,1981-08-01
jan 23 1990,1990-01-23
march 19 1983,1983-03-19
september 9 2005,2005-09-09
22/07/1997,1997-07-22
may 18 1981,1981-05-18
jul 5 2004,2004-07-05
saturday 18 march 1995,1995-03-18
aug 15 1983,1983-08-15
8 december 1976,1976-12-08
01/09/1974,1974-09-01
wednesday 1 december 2004,2004-12-01
11/3/12,2012-11-03
27 dec 1994,1994-12-27
sunday november 15 1992,1992-11-15
11/17/14,2014-11-17
aug 19 1976,1976-08-19
fri 11 mar 2005,2005-03-11
july 10 1974,1974-07-10
29 september 2009,2009-09-29
23 feb 1977,1977-02-23
03/03/1983,1983-03-03
saturday november 15 2014,2014-11-15
24 may 1998,1998-05-24
may 1 2021,2021-05-01
december 19 1997,1997-12-19
5/21/76,1976-05-21
jul 17 1970,1970-07-17
3 july 1979,1979-07-03
saturday june 24 2000,2000-06-24
apr 19 1999,1999-04-19
17 december 1970,1970-12-17
thursday 24 march 1983,1983-03-24
15 november 1971,1971-11-15
wednesday may 9 1973,1973-05-09
dec 9 2000,2000-12-09
dec 15 1981,1981-12-15
september 13 1989,1989-09-13
tuesday may 14 2013,2013-05-14
5/14/15,2015-05-14
21 june 1985,1985-06-21
december 8 1996,1996-12-08
saturday 12 september 1981,1981-09-12
29 may 2015,2015-05-29
aug 12 2012,2012-08-12
thu 14 sep 2006,2006-09-14
mon 6 feb 2006,2006-02-06
02/06/1973,1973-06-02
tuesday december 31 2002,2002-12-31
27/12/2018,2018-12-27
thursday december 5 1985,1985-12-05
11/06/2011,2011-06-11
24 april 1991,1991-04-24
4 august 2001,2001-08-04
nov 17 2020,2020-11-17
mon 10 apr 2000,2000-04-10
tuesday august 7 2007,2007-08-07
september 25 1998,1998-09-25
sep 23 2009,2009-09-23
1 sep 2018,2018-09-01
monday august 4 1997,1997-08-04
17 jun 1970,1970-06-17
2 jan 1987,1987-01-02
september 30 2002,2002-09-30
january 17 2003,2003-01-17
9 february 2007,2007-02-09
february 3 1984,1984-02-03
october 2 1998,1998-10-02
august 2 2018,2018-08-02
21/08/1981,1981-08-21
may 23 1973,1973-05-23
mon 7 jun 1971,1971-06-07
apr 21 2016,2016-04-21
nov 4 1972,1972-11-04
jan 31 1974,1974-01-31
7 october 1970,1970-10-07
sunday july 7 1996,1996-07-07
april 3 1978,1978-04-03
thu 24 oct 2013,2013-10-24
jul 29 1974,1974-07-29
tuesday 24 january 1989,1989-01-24
9 october 2011,2011-10-09
april 6 1999,1999-04-06
friday june 28 1974,1974-06-28
jun 6 2008,2008-06-06
tuesday december 28 1999,1999-12-28
2 dec 1982,1982-12-02
june 25 1983,1983-06-25
7 october 2018,2018-10-07
3 december 1985,1985-12-03
11 may 1984,1984-05-11
may 3 1978,1978-05-03
jul 25 1983,1983-07-25
june 22 1973,1973-06-22
july 10 1971,1971-07-10
thursday april 4 2013,2013-04-04
monday 4 august 1975,1975-08-04
october 13 1971,1971-10-13
thursday october 27 1994,1994-10-27
1/17/79,1979-01-17
29 jun 1980,1980-06-29
dec 4 2001,2001-12-04
saturday november 28 1970,1970-11-28
20 march 1983,1983-03-20
03/02/1990,1990-02-03
14 july 2008,2008-07-14
8 mar 1971,1971-03-08
3 october 1987,1987-10-03
august 2 2011,2011-08-02
tue 21 sep 2004,2004-09-21
may 19 1982,1982-05-19
7 may 2007,2007-05-07
12/4/70,1970-12-04
november 10 2019,2019-11-10
january 9 1975,1975-01-09
14 april 1991,1991-04-14
28 june 1977,1977-06-28
8 august 2014,2014-08-08
may 8 1987,1987-05-08
wednesday 4 october 1989,1989-10-04
jun 27 2006,2006-06-27
saturday 7 july 1984,1984-07-07
thursday july 4 1991,1991-07-04
may 6 2017,2017-05-06
monday 25 december 2006,2006-12-25
5/25/74,1974-05-25
feb 2 2012,2012-02-02
6 july 1977,1977-07-06
saturday february 2 1985,1985-02-02
6/15/87,1987-06-15
oct 4 1987,1987-10-04
mar 9 1986,1986-03-09
09/11/1970,1970-11-09
november 5 1995,1995-11-05
31/10/1974,1974-10-31
february 21 2003,2003-02-21
11 february 2005,2005-02-11
11 april 1996,1996-04-11
saturday june 1 1996,1996-06-01
thursday september 11 1986,1986-09-11
jul 20 2001,2001-07-20
22 january 2018,2018-01-22
saturday 25 february 1989,1989-02-25
january 24 1985,1985-01-24
august 1 1977,1977-08-01
march 25 1996,1996-03-25
29 october 1997,1997-10-29
5/27/82,1982-05-27
4/16/99,1999-04-16
3 apr 1998,1998-04-03
24 september 2000,2000-09-24
1 may 1979,1979-05-01
friday december 31 2010,2010-12-31
28 january 1977,1977-01-28
march 27 2001,2001-03-27
sunday february 13 2005,2005-02-13
7 july 1994,1994-07-07
friday 22 january 1988,1988-01-22
24 june 1978,1978-06-24
february 18 2006,2006-02-18
jun 6 2000,2000-06-06
19 december 2012,2012-12-19
11 july 1974,1974-07-11
25 january 2012,2012-01-25
6/18/97,1997-06-18
october 15 1990,1990-10-15
sun 25 mar 1979,1979-03-25
friday 17 august 1979,1979-08-17
february 10 1982,1982-02-10
10/27/83,1983-10-27
saturday july 18 1987,1987-07-18
17 february 1992,1992-02-17
tue 26 jul 1988,1988-07-26
4 april 1983,1983-04-04
june 6 1995,1995-06-06
31 january 1984,1984-01-31
sunday september 9 1979,1979-09-09
20 sep 2009,2009-09-20
16 january 2017,2017-01-16
9/6/71,1971-09-06
9/20/97,1997-09-20
jul 18 1989,1989-07-18
3 january 2017,2017-01-03
friday 15 july 2016,2016-07-15
june 30 1988,1988-06-30
september 5 2013,2013-09-05
9 apr 1971,1971-04-09
tuesday january 1 2013,2013-01-01
apr 9 1991,1991-04-09
april 17 1986,1986-04-17
oct 30 2003,2003-10-30
july 13 1997,1997-07-13
august 27 1986,1986-08-27
21 feb 2014,2014-02-21
sun 21 may 1972,1972-05-21
nov 6 1972,1972-11-06
august 13 1972,1972-08-13
october 29 1972,1972-10-29
22 april 2014,2014-04-22
tuesday march 30 1993,1993-03-30
22 october 1975,1975-10-22
19 september 2001,2001-09-19
16 november 2018,2018-11-16
2/10/92,1992-02-10
9 october 2015,2015-10-09
may 29 2001,2001-05-29
1 jun 1978,1978-06-01
2/19/92,1992-02-19
27 december 2001,2001-12-27
saturday january 6 1996,1996-01-06
wednesday june 8 1977,1977-06-08
february 16 2010,2010-02-16
may 5 1994,1994-05-05
24 june 1980,1980-06-24
thursday 19 september 2002,2002-09-19
03/06/1977,1977-06-03
9 february 1974,1974-02-09
5 aug 1997,1997-08-05
october 14 2011,2011-10-14
monday 2 january 2012,2012-01-02
november 15 1995,1995-11-15
october 31 1999,1999-10-31
24 august 1972,1972-08-24
july 11 2000,2000-07-11
mon 5 jan 2004,2004-01-05
december 16 1974,1974-12-16
may 20 1981,1981-05-20
19 july 2012,2012-07-19
17 december 1978,1978-12-17
6/27/14,2014-06-27
dec 19 2000,2000-12-19
saturday april 7 2007,2007-04-07
jul 19 2015,2015-07-19
may 29 1989,1989-05-29
10 november 2019,2019-11-10
apr 19 2001,2001-04-19
18 october 1982,1982-10-18
may 19 1994,1994-05-19
feb 12 2005,2005-02-12
thu 4 dec 1997,1997-12-04
4 jan 2004,2004-01-04
sep 7 1997,1997-09-07
10 march 2019,2019-03-10
dec 1 2017,2017-12-01
june 11 1986,1986-06-11
30/04/1980,1980-04-30
09/01/1970,1970-01-09
18 april 1989,1989-04-18
june 8 2006,2006-06-08
november 7 2003,2003-11-07
22/07/1999,1999-07-22
8/29/17,2017-08-29
monday 29 august 1983,1983-08-29
oct 14 2018,2018-10-14
12/14/09,2009-12-14
november 17 2012,2012-11-17
9/6/99,1999-09-06
1/28/88,1988-01-28
january 7 1979,1979-01-07
tuesday december 17 1991,1991-12-17
26 june 1976,1976-06-26
30 december 2012,2012-12-30
31 december 1997,1996-12-31
6 march 1995,1995-03-06
september 16 1993,1993-09-16
1 nov 1988,1988-11-01
2 apr 1995,1995-04-02
14 july 2002,2002-07-14
mar 22 2004,2004-03-22
friday may 4 1973,1973-05-04
nov 17 1988,1988-11-17
friday august 14 1987,1987-08-14
october 25 1991,1991-10-25
november 9 1982,1982-11-09
4 march 1982,1982-03-04
sunday december 2 2001,2001-12-02
april 29 1976,1976-04-29
wednesday 20 january 2021,2021-01-20
1 november 1973,1973-11-01
6/25/17,2017-06-25
28 october 2014,2014-10-28
june 18 1974,1974-06-18
february 20 1970,1970-02-20
29 september 2005,2005-09-29
22 october 1971,1971-10-22
aug 4 1991,1991-08-04
jun 18 2013,2013-06-18
saturday 26 january 2002,2002-01-26
may 18 1985,1985-05-18
23 december 1981,1981-12-23
wednesday july 3 2002,2002-07-03
december 18 1995,1995-12-18
jul 11 1983,1983-07-11
31 july 2017,2017-07-31
oct 30 1993,1993-10-30
28 august 2008,2008-08-28
14 april 1995,1995-04-14
12/11/1991,1991-11-12
21 apr 2020,2020-04-21
may 1 1997,1997-05-01
november 21 2008,2008-11-21
tuesday may 25 1999,1999-05-25
feb 13 2006,2006-02-13
jan 15 2019,2019-01-15
7 november 2008,2008-11-07
5/3/99,1999-05-03
tue 18 nov 1986,1986-11-18
aug 13 2016,2016-08-13
october 25 1997,1997-10-25
6 october 2003,2003-10-06
sep 15 2008,2008-09-15
3 september 1995,1995-09-03
apr 15 1979,1979-04-15
thursday september 25 2014,2014-09-25
28 december 1978,1978-12-28
monday january 9 1995,1995-01-09
june 4 2002,2002-06-04
23 september 2019,2019-09-23
7 august 2007,2007-08-07
thursday 10 may 2018,2018-05-10
september 20 1973,1973-09-20
sun 28 may 1989,1989-05-28
11 february 2000,2000-02-11
17 jul 1997,1997-07-17
july 14 1990,1990-07-14
13/10/1975,1975-10-13
11 december 1990,1990-12-11
5 april 2003,2003-04-05
21 august 2000,2000-08-21
8 september 1993,1993-09-08
february 21 1989,1989-02-21
06/08/2006,2006-08-06
oct 2 2014,2014-10-02
8 may 1970,1970-05-08
apr 11 2015,2015-04-11
july 9 1971,1971-07-09
june 29 1987,1987-06-29
monday august 11 2014,2014-08-11
january 14 2002,2002-01-14
tuesday 6 july 2004,2004-07-06
9 may 1998,1998-05-09
jun 28 1995,1995-06-28
4 march 2012,2012-03-04
friday march 17 1995,1995-03-17
wednesday 17 september 1986,1986-09-17
10 august 1988,1988-08-10
22 october 1978,1978-10-22
